,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,Date
118371,201306230024,2013,6,23,,0,,4,Afghanistan,6,South Asia,Paktika,Unknown,"32,287133","68,537292",4.0,0,,"06/23/2013: An explosive device detonated near a North Atlantic Treaty Organization (NATO) patrol in Paktia province, Afghanistan. One United States (US) soldier, Sergeant Corey Garver, died in the explosion. No group claimed responsibility for the attack.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Patrol,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack.,1.0,1.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Maine soldier killed in Afghanistan,"" South Carolina Enquirer-Herald, June 25, 2013.","""Army Ranger from Topsham killed in Afghanistan,"" Waterville Morning Sentinel, June 25, 2013.",,START Primary Collection,-9,-9,1,1,,2013-06-23
118651,201307020003,2013,7,2,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,"34,516895","69,147014",1.0,0,,"07/02/2013: A suicide bomber detonated an explosives-laden truck near a North Atlantic Treaty Organization (NATO) supply compound at the Pinnacle Hotel in Kabul city, Kabul governorate, Afghanistan. Following the explosion, additional assailants engaged guards in an exchange of gunfire. At least 12 people, including five assailants and contractors from multiple nations, were killed in the attack. The Taliban claimed responsibility for the incident.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,2.0,Armed Assault,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Supply Compound,422.0,International,,,,,,,,,,,,,,,,,Taliban,,,,,,,0.0,,,0,5.0,0,1.0,10.0,Unknown,,,,,,,,6,Explosives,15.0,Vehicle,6.0,Explosives,13.0,Suicide (carried bodily by human being),5.0,Firearms,5.0,Unknown Gun Type,,,,,"An explosive laden truck driven by a suicide bomber, an unspecified number of suicide vests, and unspecified firearms were used in the attack.",13.0,1.0,5.0,10.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"Casualty and injury numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""Indians killed in Kabul attack,"" BBC, July 3, 2013.","""Taliban   attack   on NATO suppliers kills 9 in Kabul,"" Agence France Presse -- English, July 2, 2013.","""Scot dies in Afghan suicide bombing,"" BBC, July 2, 2013.",START Primary Collection,0,1,1,1,,2013-07-02
118749,201307040051,2013,7,4,,0,,4,Afghanistan,6,South Asia,Farah,Unknown,"32,495328","62,262663",4.0,0,,07/04/2013: Assailants fired a grenade at North Atlantic Treaty Organization (NATO) soldiers in western Afghanistan. One United States (US) solder was killed in the attack. No group claimed responsibility for the incident.,1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Soldiers,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A rocket-propelled grenade (RPG) was used in the attack.,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Afghanistan: NATO soldier soldier killed in western Afghanistan,"" Khaama Press, July 5, 2013.","""DoD Identifies Army Casualty,"" Targeted News Service, July 5, 2013.",,START Primary Collection,-9,-9,1,1,,2013-07-04
119158,201307160013,2013,7,16,,0,,4,Afghanistan,6,South Asia,Ghazni,Mushaka,"33,464004","68,369538",1.0,0,,"07/16/2013: Assailants attacked a North Atlantic Treaty Organization (NATO) patrol with rocket-propelled grenades (RPGs) in Mushaka village, Ghazni province, Afghanistan. One United States (U.S.) soldier, Sonny C. Zimmerman, was killed in the attack. No group claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States vehicle,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A RPG was used in the attack.,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""DOD Identifies Army Casualty (7/17/13),"" Targeted News Service, July 18, 2013.","""NATO Soldier, 2 Afghans Killed In Separate Attacks,"" Radio Free Europe, July 16, 2013.",,START Primary Collection,-9,-9,1,1,,2013-07-16
119425,201307230012,2013,7,23,,0,,4,Afghanistan,6,South Asia,Wardak,Saydabad district,"33,895519","68,763192",3.0,0,,"07/23/2013: A suicide bomber on an explosives-laden donkey targeted a joint patrol of United States (US) and Afghan soldiers in Sayedabad district, Wardak province, Afghanistan. At least four US soldiers, including First Lieutenant Jonam Russell, Sergeant Stefan Smith, Specialist Rob Nichols, and Specialist Nick Welch, four Afghan National Army (ANA) soldiers and an Afghan translator were killed by the blast; four ANA soldiers were also wounded. The Taliban claimed responsibility for this incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,1,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States Patrol,422.0,International,4.0,Military,29.0,Military Unit/Patrol/Convoy,Afghan National Army (ANA),Patrol,4.0,Afghanistan,,,,,,,,,Taliban,,,,,,,0.0,,,0,1.0,0,1.0,10.0,Unknown,,,,,,,,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,A suicide bomber riding a donkey was used in the attack.,10.0,4.0,1.0,4.0,,0.0,1,4.0,Unknown,-99,An unknown number of military vehicles were damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Specialist Nick Welch was fatally injured during the explosion. He succumbed to his injuries on August 6, 2013.","""Bomb kills 3 Fort Stewart soldiers in Afghanistan,"" Chattanooga Times Free Press, July 26, 2013.","""DOD Identifies Army Casualties,"" Targeted News Service, July 25, 2013.","""Afghanistan: Donkey bomb attack kills 8, including 3 US soldiers,"" GlobalPost, July 24, 2013.",START Primary Collection,0,1,1,1,,2013-07-23
119601,201307270024,2013,7,27,,0,,4,Afghanistan,6,South Asia,Ghazni,Unknown,"33,498229","67,761598",4.0,0,,"07/27/2013: Assailants detonated an explosive device and opened fire on a North Atlantic Treaty Organization (NATO) vehicle in Ghazni province, Afghanistan. Two United States (US) soldiers, Sergeant Eric T. Lawson and Specialist Caryn E. Nouv, were killed in the attack. No group claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,2.0,Armed Assault,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States vehicle,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,5.0,Firearms,5.0,Unknown Gun Type,,,,,,,,,A roadside bomb was used in the attack.,2.0,2.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99,The North Atlantic Treaty Organization (NATO) vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,Sergeant Eric T. Lawson was also killed in the attack.,"""Soldier from Newport News killed in Afghanistan,"" Richmond Times Dispatch, July 29, 2013.","""2 NATO Soldiers Killed in Eastern Afghanistan,"" Tolo News, July 28, 2013.",,START Primary Collection,-9,-9,1,1,,2013-07-27
119610,201307270036,2013,7,27,,0,,4,Afghanistan,6,South Asia,Parwan,Bagram,"34,933829","69,232786",1.0,1,The incident occurred at the Bagram Airfield,"07/27/2013: An explosive device detonated near a North Atlantic Treaty Organization (NATO) patrol outside of the Bagram airfield, Bagram city, Parvan province, Afghanistan. Three United States (US) soldiers were injured in the explosion. This was one of two incidents targeting US soldiers outside Bagram airfield on this day. No group claimed responsibility for the coordinated incidents.",1,1,0,1,1.0,Insurgency/Guerilla Action,1,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States Patrol,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,A homemade roadside bomb was used in the attack.,0.0,0.0,0.0,3.0,3.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""3 Injured in Roadside Bomb Attack Outside Bagram, Afghanistan,"" US News & World Report, July 29, 2013.","""Report: Insurgets hit major U.S. airbase in central Afghanistan,"" The Hill, July 29, 2013.",,START Primary Collection,-9,-9,1,1,"201307270036, 201307270037",2013-07-27
119629,201307280016,2013,7,28,,0,,4,Afghanistan,6,South Asia,Kabul,Sarobi district,"34,502918","69,816",3.0,0,,"07/28/2013: Assailants opened fire on North Atlantic Treaty Organization (NATO) soldiers in Sarobi district, Kabul province, Afghanistan. One United States (US) soldier, Sergeant Stephen M. New, was killed in the attack. No group claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Soldier,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Afghanistan: NATO soldier killed in direct fire attack in central Afghanistan,"" Khaama Press, July 29, 2013.","""Highlights: Pakistan Pashto Press 30 Jul 13,"" OSC Summary, July 30, 2013.","""Four soldiers die in attacks in Afghanistan,"" Kansas City Star, August 3, 2013.",START Primary Collection,-9,-9,1,1,,2013-07-28
119933,201308040070,2013,8,4,,1,02-09-2014,200,Syria,10,Middle East & North Africa,Aleppo,Aleppo,"36,201721","37,143521",1.0,1,,"08/04/2013: Assailants kidnapped Steven Sotloff, a freelance journalist from the United States, near Aleppo city, Aleppo province, Syria. On August 19, 2014, Sotloff appeared in a video released by the Islamic State of Iraq and the Levant (ISIL) that depicted the execution of another journalist, James Foley. The group threatened to execute Sotloff as well if the United States did not halt airstrikes in Iraq. Sotloff was reportedly beheaded on September 2, 2014.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,Unknown,Freelance Journalist: Steven Sotloff,217.0,United States,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,"The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the kidnapping, stating that they wanted the United States to halt airstrikes in Iraq.",0.0,,,0,-99.0,0,1.0,6.0,Video,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,1.0,1.0,1.0,,394.0,,,0.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),0.0,,"""Video Showing Execution of Steven Sotloff Is Authentic, U.S. Says,"" New York Times, September 3, 2014.","""Steven Sotloff: Isis threatens second journalist after 'beheading' of James Foley,"" The Independent, August 20, 2014.","""Steven Sotloff, journalist held captive by the Islamic State, went missing in Syria,"" The Washington Post, August 20, 2014.",START Primary Collection,0,1,1,1,,2013-08-04
120153,201308110007,2013,8,11,,0,,4,Afghanistan,6,South Asia,Paktia,Unknown,"33,706199","69,383108",4.0,0,,"08/11/2013: Assailants attacked a North Atlantic Treaty Organization (NATO) patrol in Paktia province, Afghanistan. Three United States (U.S.) soldiers were killed. No group claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,9,Unknown,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States Patrol,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""3 NATO troops killed in militant attack,"" Pajhwok Afghan News, August 11, 2013.","""Afghanistan: NATO: 3 Soldiers Killed in Eastern Afghanistan,"" Thai News Service, August 14, 2013.","""Three foreign soldiers killed in Afghanistan,"" Taaza.com, August 11, 2013.",START Primary Collection,-9,-9,1,1,,2013-08-11
120210,201308120067,2013,8,12,,0,,4,Afghanistan,6,South Asia,Logar,Puli Alam,"34,021193","68,999537",1.0,0,,"08/12/2013: An explosive device detonated near a North Atlantic Treaty Organization (NATO) foot patrol in Pul-E-Alam city, Logar province, Afghanistan. One NATO soldier from the United States, James Wickliff-Chacin, was killed in the blast. No group claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States Soldier: James T. Wickliff-Chacin,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,A homemade bomb was used in the attack.,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Soldier Wounded In Afghanistan Dies In Texas Hospital,"" KWTX, September 22, 2013.","""OK Soldier dies from IED injuries suffered in Afghanistan,"" KSWO, September 23, 2013.",,START Primary Collection,-9,-9,1,1,,2013-08-12
120305,201308150059,2013,8,4,,1,10-02-2015,200,Syria,10,Middle East & North Africa,Aleppo,Aleppo,"36,201721","37,143521",1.0,0,,"08/04/2013: Assailants abducted Kayla Jean Mueller from Aleppo city, Aleppo governorate, Syria. Mueller, a United States aid worker, was confirmed dead on February 10, 2015. Her kidnappers had previously asked for a ransom equivalent to $6,600,000.00, which was not paid. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,12,NGO,,,Support to Life; Danish Refugee Council (DRC),Aid Worker: Kayla Mueller,217.0,United States,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,,0.0,,,0,-99.0,0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,1.0,1.0,1.0,,555.0,,,1.0,6600000,6600000.0,0.0,0.0,,4.0,Hostage(s) killed (not during rescue attempt),0.0,,"""Death of Kayla Mueller, ISIS Hostage, Confirmed by Family and White House,"" The New York Times, February 10, 2015.","""The Fate of 23 Hostages in Syria,"" The New York Times, October 25, 2014.","""Officials: No proof U.S. hostage killed in airstrike,"" USA Today, February 7, 2015.",START Primary Collection,0,1,1,1,,2013-08-04
120441,201308200007,2013,8,20,,0,,4,Afghanistan,6,South Asia,Wardak,Unknown,"34,350239","68,235655",4.0,0,,"08/20/2013: Gunmen opened fire on a unit of North Atlantic Treaty Organization (NATO) soldiers in Wardak province, Afghanistan. One United States (US) soldier, Master Sergeant George Bannar, Jr., was killed in the attack. No group claimed responsibility for the incident.; however, the sources attributed it to the Taliban.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States Special Forces unit,422.0,International,,,,,,,,,,,,,,,,,Taliban,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Small arms were used in the attack.,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""DOD Identifies Army Casualty,"" Targeted News Service, August 22, 2013.","""Afghanistan: NATO soldier die in militants attack in eastern Afghanistan,"" Khaama Press, August 20, 2013.",,START Primary Collection,0,1,1,1,,2013-08-20
120522,201308230005,2013,8,23,,0,,4,Afghanistan,6,South Asia,Ghazni,Unknown,"33,498229","67,761598",4.0,0,,"08/23/2013: A roadside bomb detonated near a unit of North Atlantic Treaty Organization (NATO) troops in Ghazni province, Afghanistan. Two United States (US) soldiers, Specialist Kenneth Alvarez and Private Jonathon Hostetter, were killed in the blast. No group claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),"United States 40th Mobility Augmentation Company, 2nd Engineer Battalion",422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Two ISAF troops killed in eastern Afghanistan,"" Afghan Islamic Press (AIP), August 23, 2013.","""2 US-led soldiers killed in E. Afghanistan,"" Press TV, August 23, 2013.","""Mo. soldier killed in Afghanistan,"" Fox 4 WDAF TV, August 26, 2013.",START Primary Collection,-9,-9,1,1,,2013-08-23
120641,201308260026,2013,8,26,,0,,4,Afghanistan,6,South Asia,Ghazni,Unknown,"33,551266","68,420521",4.0,0,,"08/26/2013: An explosive device detonated near a North Atlantic Treaty Organization (NATO) vehicle in Ghazni province, Afghanistan. One United States (US) soldier, First Lieutenant Jason Togi, was killed in the blast. No group claimed responsibility for the attack.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States vehicle,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,A homemade roadside bomb was used in the attack.,1.0,1.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Texas-based soldier from American Samoa killed,"" El Paso Times, August 29, 2013.","""ISAF soldier killed in south,"" Afghan Islamic Press (AIP), August 26, 2013.","""An ISAF soldier killed by explosive device in southern Afghanistan,"" Bahrain News Agency, August 27, 2013.",START Primary Collection,-9,-9,1,1,,2013-08-26
120694,201308280004,2013,8,28,,0,,4,Afghanistan,6,South Asia,Ghazni,Unknown,"33,498229","67,761598",4.0,0,,"08/28/2013: A suicide bomber in an explosive-laden vehicle and a second explosive-laden vehicle detonated at the North Atlantic Treaty Organization (NATO) Provincial Reconstruction Team base in Ghazni province, Afghanistan. Assailants then opened fire on NATO forces inside the base. In addition to the bomber, 14 people, including seven assailants, were killed and 62 others, including Polish soldiers, Afghan police officers, and civilians, were injured. The Taliban claimed responsibility for the attack.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,2.0,Armed Assault,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Provincial Reconstruction Team Base,422.0,International,,,,,,,,,,,,,,,,,Taliban,,,,,,,0.0,,,0,15.0,0,1.0,4.0,E-mail,,,,,,,,6,Explosives,15.0,Vehicle,5.0,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,"A suicide truck bomb, a suicide car bomb, and heavy weapons were used in the attack.",8.0,1.0,1.0,62.0,0.0,,1,4.0,Unknown,-99,A military base was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Attack under way on Polish base in east Afghanistan,"" Reuters, August 28, 2013.","""Taliban attack Polish base in Afghanistan, seven killed,"" Reuters, August 28, 2013.","""Taliban Breach International Base, Killing at Least 7,"" Pittsburgh Post-Gazette, August 28, 2013.",START Primary Collection,0,1,1,1,,2013-08-28
